Date,RV,CV,JV
2021-01-01,0.0008749030942449599,0.0005552690534758638,0.00031963404076909617
2021-01-02,0.005202811774028654,0.0018406050061650127,0.003362206767863642
2021-01-03,0.004196454557556837,0.002793633300756877,0.00140282125679996
2021-01-04,0.00926151273577283,0.005294706101515318,0.003966806634257512
2021-01-05,0.005753870708351826,0.0032322782177446425,0.002521592490607184
2021-01-06,0.005369364542384794,0.0028878062446632646,0.0024815582977215293
2021-01-07,0.00628495520926989,0.003228639354652003,0.003056315854617887
2021-01-08,0.008631143944426704,0.004952268689980554,0.0036788752544461506
2021-01-09,0.003594590986984225,0.002535232333505285,0.00105935865347894
2021-01-10,0.008260363002929406,0.0029778927977471286,0.005282470205182278
2021-01-12,0.010178521970412732,0.006956846416949355,0.003221675553463377
2021-01-13,0.006997508793518587,0.004395424335341944,0.0026020844581766435
2021-01-14,0.0032226983082191303,0.002115394668561067,0.0011073036396580635
2021-01-15,0.006295799442824669,0.002931953457448899,0.00336384598537577
2021-01-16,0.004089011519501938,0.0020325692898493144,0.0020564422296526236
2021-01-17,0.003565991587271687,0.002176071681787799,0.0013899199054838883
2021-01-18,0.0027276786891745576,0.0011660977961545148,0.0015615808930200428
2021-01-19,0.0020954612851349936,0.001460619522363028,0.0006348417627719655
2021-01-20,0.003126696523065184,0.0017490609716751652,0.0013776355513900188
2021-01-21,0.007931970965903725,0.005373442307169962,0.002558528658733763
2021-01-22,0.007079907778091676,0.004949594583521201,0.002130313194570475
2021-01-23,0.00285954676764687,0.0013256957631273168,0.001533851004519553
2021-01-24,0.0016643039777662822,0.0009838704646916222,0.00068043351307466
2021-01-25,0.002650658144341249,0.0016780407984629752,0.000972617345878274
2021-01-26,0.0034374362098693505,0.002093522223121003,0.0013439139867483475
2021-01-27,0.005011104281322276,0.0024324621225147525,0.0025786421588075235
2021-01-28,0.00291474947983625,0.0019142769212101207,0.0010004725586261294
2021-01-29,0.015492425753802448,0.007753789459404177,0.0077386362943982715
2021-01-30,0.0032965199776327954,0.0018197872750520103,0.0014767327025807851
2021-01-31,0.001789841820278385,0.0009059013838390209,0.0008839404364393642
2021-02-01,0.002131438015378856,0.0011516789110090995,0.0009797591043697565
2021-02-02,0.0017356496864980337,0.000729395651527012,0.0010062540349710216
2021-02-03,0.0016022044416070832,0.0008186773931142337,0.0007835270484928495
2021-02-04,0.002446297718436498,0.001224868796176333,0.0012214289222601648
2021-02-05,0.0012505199733998712,0.0006940534472341886,0.0005564665261656826
2021-02-06,0.0017906239830786674,0.0011591635746201047,0.0006314604084585627
2021-02-07,0.002346982908800429,0.0014109432145174455,0.0009360396942829836
